"COD_VAR";"LIB_VAR";"COD_MOD";"LIB_MOD";"GEO_OBJECT"
"STO";"Opération comptable";"D21";"Impôts sur les produits";
"STO";"Opération comptable";"P6";"Exportations de biens et services";
"STO";"Opération comptable";"D11";"Salaires et traitements bruts";
"STO";"Opération comptable";"P7";"Importations de biens et services";
"STO";"Opération comptable";"P51C";"Consommation de capital fixe";
"STO";"Opération comptable";"P3";"Dépense de consommation finale";
"STO";"Opération comptable";"P51G";"Formation brute de capital fixe";
"STO";"Opération comptable";"P5";"Formation brute de capital/Formation nette de capital";
"STO";"Opération comptable";"OTTM1";"Marges de commerce";
"STO";"Opération comptable";"D29";"Autres impôts sur la production";
"STO";"Opération comptable";"D211";"Taxes de type TVA";
"STO";"Opération comptable";"P52";"Variation des stocks";
"STO";"Opération comptable";"B2A3N";"Excédent d’exploitation/revenu mixte net de CCF";
"STO";"Opération comptable";"TSPP";"Total ressources prix d’acquisition";
"STO";"Opération comptable";"P13";"Production non marchande";
"STO";"Opération comptable";"TFU";"Total des emplois finaux";
"STO";"Opération comptable";"P71";"Importations de biens";
"STO";"Opération comptable";"P72";"Importations de services";
"STO";"Opération comptable";"D29X39";"Autres impôts sur la production moins autres subventions sur la production";
"STO";"Opération comptable";"P12";"Production pour usage final propre";
"STO";"Opération comptable";"P32";"Dépense de consommation collective";
"STO";"Opération comptable";"OTTM2";"Marges de transport";
"STO";"Opération comptable";"TR10";"Total des transferts";
"STO";"Opération comptable";"TR13";"Transferts des ventes résiduelles";
"STO";"Opération comptable";"D21X31";"Impôts moins subventions sur les produits (D21+D31)";
"STO";"Opération comptable";"TR12";"Transferts agricoles";
"STO";"Opération comptable";"_COEFF_TECHNIQUE";"Coefficient technique";
"STO";"Opération comptable";"P53";"Acquisitions moins cessions d’objets de valeur";
"STO";"Opération comptable";"B3G";"Revenu mixte brut";
"STO";"Opération comptable";"P5M";"Variation stocks + Acquis, moins cessions objets valeur (OPP52+OPP53)";
"STO";"Opération comptable";"CIFFOB";"Correction CAF/FAB";
"STO";"Opération comptable";"D39";"Autres subventions sur la production";
"STO";"Opération comptable";"D31";"Subventions sur les produits";
"TIME_PERIOD";"Période temporelle";"2014";"2014";
"TIME_PERIOD";"Période temporelle";"2003";"2003";
"TIME_PERIOD";"Période temporelle";"2000";"2000";
"TIME_PERIOD";"Période temporelle";"1984";"1984";
"TIME_PERIOD";"Période temporelle";"2022";"2022";
"TIME_PERIOD";"Période temporelle";"2009";"2009";
"TIME_PERIOD";"Période temporelle";"2013";"2013";
"TIME_PERIOD";"Période temporelle";"2004";"2004";
"TIME_PERIOD";"Période temporelle";"1992";"1992";
"TIME_PERIOD";"Période temporelle";"2005";"2005";
"TIME_PERIOD";"Période temporelle";"1988";"1988";
"TIME_PERIOD";"Période temporelle";"1998";"1998";
"TIME_PERIOD";"Période temporelle";"2018";"2018";
"TIME_PERIOD";"Période temporelle";"1999";"1999";
"TIME_PERIOD";"Période temporelle";"1979";"1979";
"TIME_PERIOD";"Période temporelle";"2012";"2012";
"TIME_PERIOD";"Période temporelle";"1996";"1996";
"TIME_PERIOD";"Période temporelle";"1993";"1993";
"TIME_PERIOD";"Période temporelle";"1968";"1968";
"TIME_PERIOD";"Période temporelle";"1983";"1983";
"TIME_PERIOD";"Période temporelle";"2016";"2016";
"TIME_PERIOD";"Période temporelle";"1985";"1985";
"TIME_PERIOD";"Période temporelle";"2017";"2017";
"TIME_PERIOD";"Période temporelle";"2002";"2002";
"TIME_PERIOD";"Période temporelle";"1959";"1959";
"TIME_PERIOD";"Période temporelle";"2010";"2010";
"TIME_PERIOD";"Période temporelle";"2008";"2008";
"TIME_PERIOD";"Période temporelle";"1987";"1987";
"TIME_PERIOD";"Période temporelle";"2015";"2015";
"TIME_PERIOD";"Période temporelle";"1990";"1990";
"TIME_PERIOD";"Période temporelle";"1982";"1982";
"TIME_PERIOD";"Période temporelle";"2007";"2007";
"TIME_PERIOD";"Période temporelle";"1978";"1978";
"TIME_PERIOD";"Période temporelle";"1961";"1961";
"TIME_PERIOD";"Période temporelle";"1962";"1962";
"TIME_PERIOD";"Période temporelle";"2020";"2020";
"TIME_PERIOD";"Période temporelle";"2001";"2001";
"TIME_PERIOD";"Période temporelle";"1975";"1975";
"TIME_PERIOD";"Période temporelle";"1997";"1997";
"TIME_PERIOD";"Période temporelle";"1965";"1965";
"TIME_PERIOD";"Période temporelle";"1966";"1966";
"TIME_PERIOD";"Période temporelle";"1949";"1949";
"TIME_PERIOD";"Période temporelle";"1986";"1986";
"TIME_PERIOD";"Période temporelle";"1953";"1953";
"TIME_PERIOD";"Période temporelle";"1971";"1971";
"TIME_PERIOD";"Période temporelle";"1991";"1991";
"TIME_PERIOD";"Période temporelle";"2006";"2006";
"TIME_PERIOD";"Période temporelle";"1995";"1995";
"TIME_PERIOD";"Période temporelle";"1977";"1977";
"TIME_PERIOD";"Période temporelle";"1973";"1973";
"TIME_PERIOD";"Période temporelle";"1967";"1967";
"TIME_PERIOD";"Période temporelle";"2021";"2021";
"TIME_PERIOD";"Période temporelle";"2023";"2023";
"TIME_PERIOD";"Période temporelle";"1980";"1980";
"TIME_PERIOD";"Période temporelle";"2019";"2019";
"TIME_PERIOD";"Période temporelle";"1994";"1994";
"TIME_PERIOD";"Période temporelle";"1974";"1974";
"TIME_PERIOD";"Période temporelle";"1950";"1950";
"TIME_PERIOD";"Période temporelle";"1989";"1989";
"TIME_PERIOD";"Période temporelle";"1981";"1981";
"TIME_PERIOD";"Période temporelle";"1972";"1972";
"TIME_PERIOD";"Période temporelle";"2011";"2011";
"TIME_PERIOD";"Période temporelle";"1952";"1952";
"TIME_PERIOD";"Période temporelle";"1976";"1976";
"TIME_PERIOD";"Période temporelle";"1964";"1964";
"TIME_PERIOD";"Période temporelle";"2024";"2024";
"TIME_PERIOD";"Période temporelle";"1963";"1963";
"TIME_PERIOD";"Période temporelle";"1960";"1960";
"TIME_PERIOD";"Période temporelle";"1970";"1970";
"TIME_PERIOD";"Période temporelle";"1956";"1956";
"TIME_PERIOD";"Période temporelle";"1957";"1957";
"TIME_PERIOD";"Période temporelle";"1969";"1969";
"TIME_PERIOD";"Période temporelle";"1951";"1951";
"TIME_PERIOD";"Période temporelle";"1958";"1958";
"TIME_PERIOD";"Période temporelle";"1954";"1954";
"TIME_PERIOD";"Période temporelle";"1955";"1955";
"TIME_PERIOD";"Période temporelle";"2025";"2025";
"UNIT_MEASURE";"Unité de mesure";"XDC";"Devise nationale (Euros)";
"UNIT_MEASURE";"Unité de mesure";"PT";"Pourcentage";
"UNIT_MULT";"Quantité d'unités (en puissance de 10)";"6";"Millions";
"UNIT_MULT";"Quantité d'unités (en puissance de 10)";"0";"Unités";
"VALUATION";"Valuation";"S";"Evaluation standard";
