"COD_VAR";"LIB_VAR";"COD_MOD";"LIB_MOD"
"STO";"Opération comptable";"P71";"Importations de biens"
"STO";"Opération comptable";"P13";"Production non marchande"
"STO";"Opération comptable";"NP";"Acquisitions moins cessions d’actifs non produits"
"STO";"Opération comptable";"D212";"Impôts et droits sur les importations, à l’exclusion de la TVA"
"STO";"Opération comptable";"D214";"Impôts sur les produits, à l‘exclusion de la TVA et des impôts sur les importations"
"STO";"Opération comptable";"D392";"Bonifications d’intérêts"
"STO";"Opération comptable";"D399";"Autres subventions d’exploitation"
"STO";"Opération comptable";"D211";"Taxes de type TVA"
"STO";"Opération comptable";"D422";"Prélèvements sur les revenus des quasi-sociétés"
"STO";"Opération comptable";"D391";"Subventions sur rémunérations"
"STO";"Opération comptable";"D51";"Impôts sur le revenu"
"STO";"Opération comptable";"D613";"Cotisations sociales effectives à la charge des ménages"
"STO";"Opération comptable";"D59";"Autres impôts courants"
"STO";"Opération comptable";"D611";"Cotisations sociales effectives à la charge des employeurs"
"STO";"Opération comptable";"D614";"Suppléments de cotisations sociales à la charge des ménages"
"STO";"Opération comptable";"D61SC";"Rémunération du service des régimes d’assurance sociale"
"STO";"Opération comptable";"D622";"Autres prestations d’assurance sociale"
"STO";"Opération comptable";"D631";"Transferts sociaux en nature – production non marchande"
"STO";"Opération comptable";"D623";"Prestations d’assurance sociale en espèces"
"STO";"Opération comptable";"D621";"Prestations de sécurité sociale en espèces"
"STO";"Opération comptable";"D613CS";"Cotisations sociales effectives à la charge des travailleurs indépendants"
"STO";"Opération comptable";"D7S";"Autres transferts courants (voir note)"
"STO";"Opération comptable";"D731";"Transferts courants entre sous-secteurs des apu"
"STO";"Opération comptable";"D759";"Autres transferts courants divers"
"STO";"Opération comptable";"D732";"Transferts courants internes aux sous-secteurs des apu"
"STO";"Opération comptable";"D751";"Transferts courants aux ISBLSM"
"STO";"Opération comptable";"D73S";"Transferts courants entre administrations publiques (solde) (voir note)"
"STO";"Opération comptable";"D8";"Ajustement pour variation des droits à pension"
"STO";"Opération comptable";"D752";"Transferts courants entre ménages"
"STO";"Opération comptable";"D91P";"Impôts en capital à payer"
"STO";"Opération comptable";"B1N";"Valeur ajoutée nette de CCF"
"STO";"Opération comptable";"D92P";"Aides à l’investissement à payer"
"STO";"Opération comptable";"B2N";"Excédent d’exploitation net de CCF"
"STO";"Opération comptable";"D92R";"Aides à l’investissement à recevoir"
"STO";"Opération comptable";"B3N";"Revenu mixte net de CCF"
"STO";"Opération comptable";"B5N";"Solde des revenus primaires net de CCF"
"STO";"Opération comptable";"B7N";"Revenu disponible ajusté net de CCF"
"STO";"Opération comptable";"B6N";"Revenu disponible net de CCF"
"STO";"Opération comptable";"D9";"Transferts en capital"
"STO";"Opération comptable";"B8N";"Épargne brute net de CCF"
"STO";"Opération comptable";"D92";"Aides à l’investissement"
"STO";"Opération comptable";"D3R";"Subventions à recevoir"
"STO";"Opération comptable";"D99";"Autres transferts en capital"
"STO";"Opération comptable";"D6";"Cotisations et prestations sociales"
"STO";"Opération comptable";"B12";"Solde des opérations courantes avec l’extérieur"
"STO";"Opération comptable";"B4G";"Revenu d’entreprise brut"
"STO";"Opération comptable";"D442";"Revenus d’investissements à payer sur les droits de pension"
"STO";"Opération comptable";"YA1";"Divergence statistique (approche par la production)"
"STO";"Opération comptable";"YA2";"Divergence statistique"
"STO";"Opération comptable";"P62F";"Exportation de SIFIM"
"STO";"Opération comptable";"P72F";"Importations de SIFIM"
"STO";"Opération comptable";"D214H";"Autres impôts sur des services détermines"
"STO";"Opération comptable";"D214I";"Impôts généraux sur les ventes ou le chiffre d’affaires"
"STO";"Opération comptable";"D2121";"Droits sur les importations"
"STO";"Opération comptable";"D214L";"Autres impôts sur les produits n,c,a,"
"STO";"Opération comptable";"D2122";"Impôts sur les importations, à l’exclusion de la TVA et des droits sur les importations"
"STO";"Opération comptable";"D2122C";"Droits d’accise"
"STO";"Opération comptable";"D214A";"Droits d’accise et taxes à la consommation"
"STO";"Opération comptable";"D214B";"Droits de timbre"
"STO";"Opération comptable";"D214C";"Impôts sur les opérations financières et les opérations en capital"
"STO";"Opération comptable";"D29A";"Impôts fonciers, impôts immobiliers ou impôts sur d’autres structures"
"STO";"Opération comptable";"D214D";"Taxe sur les certificats d’immatriculation des véhicules"
"STO";"Opération comptable";"D29B";"Impôts sur l’utilisation d’actifs fixes"
"STO";"Opération comptable";"D214E";"Taxes sur les spectacles et divertissements"
"STO";"Opération comptable";"D29C";"Total des impôts sur la masse salariale"
"STO";"Opération comptable";"D214F";"Taxes sur les loteries, les jeux et les paris"
"STO";"Opération comptable";"D29E";"Patentes et licences"
"STO";"Opération comptable";"D214G";"Taxes sur les primes d’assurance"
"STO";"Opération comptable";"D29F";"Impôts sur la pollution"
"STO";"Opération comptable";"D29H";"Autres impôts nets sur la production n,c,a,"
"STO";"Opération comptable";"D51A";"Impôts sur le revenu des personnes physiques ou des ménages, a l’exclusion des gains de détention"
"STO";"Opération comptable";"D51B";"Impôts sur le revenu ou les bénéfices des sociétés a l’exclusion des gains de détention"
"STO";"Opération comptable";"D51E";"Autres impôts sur le revenu n,c,a,"
"STO";"Opération comptable";"D59A";"Impôts courants sur le capital"
"STO";"Opération comptable";"D59D";"Paiements effectués par les ménages en vue de l’obtention de licences"
"STO";"Opération comptable";"D59F";"Autres impôts courants n,c,a,"
"STO";"Opération comptable";"D611C";"Cotisations sociales effectives obligatoires à la charge des employeurs"
"STO";"Opération comptable";"D613C";"Cotisations sociales effectives obligatoires à la charge des ménages"
"STO";"Opération comptable";"D613CN";"Cotisations sociales effectives à la charge des personnes n’occupant pas un emploi"
"STO";"Opération comptable";"D613V";"Cotisations sociales effectives volontaires des ménages"
"STO";"Opération comptable";"D91A";"Impôts sur les transferts en capital"
"STO";"Opération comptable";"D91B";"Prélèvements sur le capital"
"STO";"Opération comptable";"D91C";"Autres impôts en capital n,c,a,"
"STO";"Opération comptable";"D995A";"Impôts sur les produits dus non recouvrables"
"STO";"Opération comptable";"D995B";"Autres impôts sur la production dus non recouvrables"
"STO";"Opération comptable";"D995C";"Impôts sur le revenu dus non recouvrables"
"STO";"Opération comptable";"D995D";"Autres impôts courants dus non recouvrables "
"STO";"Opération comptable";"D995E";"Cotisations sociales effectives à la charge des employeurs dues non recouvrables"
"STO";"Opération comptable";"D995FE";"Cotisations sociales effectives à la charge des salariés dues non recouvrables"
"STO";"Opération comptable";"D995FN";"Cotisations sociales effectives a la charge des non employés dues non recouvrables"
"STO";"Opération comptable";"D995FS";"Cotisations sociales effectives à la charge des travailleurs indépendants dues non recouvrable"
"STO";"Opération comptable";"D995F";"Cotisations sociales effectives à la charge des ménages dues non recouvrables"
"STO";"Opération comptable";"B1NQ";"Produit intérieur net de CCF"
"STO";"Opération comptable";"B5NQ";"Revenu national net"
"STO";"Opération comptable";"B9F";"Solde des flux nets d’actifs et passifs financiers"
"STO";"Opération comptable";"B9FX9";"Écart entre capacité ou besoin de financement et solde des flux nets d’actifs et passifs financiers (B9NF – B9F)"
"STO";"Opération comptable";"B101";"Variations de la valeur nette due à l’épargne et aux transferts de capital"
"STO";"Opération comptable";"B102";"Variation valeur nette dues aux changements de volume et ajustement"
"STO";"Opération comptable";"B103";"Variation valeur nette dues aux réévaluations"
"STO";"Opération comptable";"P311";"Dépense de consommation individuelle Biens durables"
"STO";"Opération comptable";"P312";"Dépense de consommation individuelle Biens semi-durables"
"STO";"Opération comptable";"P313";"Dépense de consommation individuelle Biens non durables"
"STO";"Opération comptable";"P314";"Dépense de consommation individuelle Services"
"STO";"Opération comptable";"P31K";"Dépense de consommation individuelle Total hors biens durables"
"STO";"Opération comptable";"EMP";"Emploi total (peut être en personnes physiques, équivalent temps plein ou en heures travaillées)"
"STO";"Opération comptable";"SELF";"Emploi des travailleurs indépendants dans les unités de production résidentes (peut être en personnes physiques, équivalent temps plein ou en heures travaillées)"
"STO";"Opération comptable";"D73APU";"Transferts courants entre administrations publiques"
"STO";"Opération comptable";"D7HAPU";"Autres transferts courants"
"STO";"Opération comptable";"SAL";"Emploi des salariés dans les unités de production résidentes (peut être en personnes physiques, équivalent temps plein ou en heures travaillées)"
"STO";"Opération comptable";"P51G_CPEFP";"Capitalisation de la production pour emploi final propre"
"STO";"Opération comptable";"TEF";"Dépenses de fonctionnement"
"STO";"Opération comptable";"TRHI";"Recettes hors éléments imputés"
"STO";"Opération comptable";"TRICS";"Impôts et cotisations sociales"
"STO";"Opération comptable";"SALD";"Emploi déclaré des salariés dans les unités de production résidentes (peut être en personnes physiques, équivalent temps plein ou en heures travaillées)"
"STO";"Opération comptable";"TEHI";"Dépenses hors éléments imputés"
"STO";"Opération comptable";"DINT";"Total de la demande intérieure en produits"
"STO";"Opération comptable";"PTC";"Total des crédits d’impôts à payer"
"STO";"Opération comptable";"TRP";"Recettes de production"
"STO";"Opération comptable";"OPAT";"Prestations et autres transferts"
"STO";"Opération comptable";"TRAT";"Autres transferts"
"STO";"Opération comptable";"PTR";"Crédits d’impôts enregistrées en recette"
"STO";"Opération comptable";"DINT_S";"Demande intérieure hors stocks"
"STO";"Opération comptable";"POPM";"Moyenne annuelle de la population en France métropolitaine"
"STO";"Opération comptable";"MA";"Déficit au sens de Maastricht"
"STO";"Opération comptable";"MENF";"Moyenne annuelle du nombre de ménages en France entière"
"STO";"Opération comptable";"MENM";"Moyenne annuelle du nombre de ménages en France métropolitaine"
"STO";"Opération comptable";"P12_GFSM_P2";"Production pour usage final propre, coût imputable à la consommation intermédiaire (finalité GFSM)"
"STO";"Opération comptable";"P12_GFSM_D1";"Production pour usage final propre, coût imputable à la rémunération des salariés (finalité GFSM)"
"STO";"Opération comptable";"P12_GFSM_P51C";"Production pour usage final propre, coût imputable à la consommation de capital fixe (finalité GFSM)"
"STO";"Opération comptable";"UC";"Unités de consommation"
"STO";"Opération comptable";"TFU";"Total des emplois finaux"
"STO";"Opération comptable";"TSBP";"Total ressources prix de base"
"STO";"Opération comptable";"RSS";"Revenus salariaux et sociaux"
"STO";"Opération comptable";"TSPP";"Total ressources prix d’acquisition"
"STO";"Opération comptable";"P3_DPE";"Dépense de consommation finale pré-engagée"
"STO";"Opération comptable";"OTTM1";"Marges de commerce"
"STO";"Opération comptable";"OTTM2";"Marges de transport"
"STO";"Opération comptable";"P3_H_DPE";"Dépense de consommation finale autre que pré-engagée"
"STO";"Opération comptable";"POP";"Population"
"STO";"Opération comptable";"TSF";"Solde des transferts sociaux et fiscaux"
"STO";"Opération comptable";"RARBI";"Revenu disponible arbitrable"
"STO";"Opération comptable";"TRANSF_COURANT";"Solde des transferts courants (reçus moins versés)"
"TIME_PERIOD";"Période temporelle";"2023";"2023"
"TIME_PERIOD";"Période temporelle";"2022";"2022"
"TIME_PERIOD";"Période temporelle";"2021";"2021"
"TIME_PERIOD";"Période temporelle";"2020";"2020"
"TIME_PERIOD";"Période temporelle";"2019";"2019"
"TIME_PERIOD";"Période temporelle";"2018";"2018"
"TIME_PERIOD";"Période temporelle";"2017";"2017"
"TIME_PERIOD";"Période temporelle";"2016";"2016"
"TIME_PERIOD";"Période temporelle";"2015";"2015"
"TIME_PERIOD";"Période temporelle";"2014";"2014"
"TIME_PERIOD";"Période temporelle";"2013";"2013"
"TIME_PERIOD";"Période temporelle";"2012";"2012"
"TIME_PERIOD";"Période temporelle";"2011";"2011"
"TIME_PERIOD";"Période temporelle";"2010";"2010"
"TIME_PERIOD";"Période temporelle";"2009";"2009"
"TIME_PERIOD";"Période temporelle";"2008";"2008"
"TIME_PERIOD";"Période temporelle";"2007";"2007"
"TIME_PERIOD";"Période temporelle";"2006";"2006"
"TIME_PERIOD";"Période temporelle";"2005";"2005"
"TIME_PERIOD";"Période temporelle";"2004";"2004"
"TIME_PERIOD";"Période temporelle";"2003";"2003"
"TIME_PERIOD";"Période temporelle";"2002";"2002"
"TIME_PERIOD";"Période temporelle";"2001";"2001"
"TIME_PERIOD";"Période temporelle";"2000";"2000"
"TIME_PERIOD";"Période temporelle";"1999";"1999"
"TIME_PERIOD";"Période temporelle";"1998";"1998"
"TIME_PERIOD";"Période temporelle";"1997";"1997"
"TIME_PERIOD";"Période temporelle";"1996";"1996"
"TIME_PERIOD";"Période temporelle";"1995";"1995"
"TIME_PERIOD";"Période temporelle";"1994";"1994"
"TIME_PERIOD";"Période temporelle";"1993";"1993"
"TIME_PERIOD";"Période temporelle";"1992";"1992"
"TIME_PERIOD";"Période temporelle";"1991";"1991"
"TIME_PERIOD";"Période temporelle";"1990";"1990"
"TIME_PERIOD";"Période temporelle";"1989";"1989"
"TIME_PERIOD";"Période temporelle";"1988";"1988"
"TIME_PERIOD";"Période temporelle";"1987";"1987"
"TIME_PERIOD";"Période temporelle";"1986";"1986"
"TIME_PERIOD";"Période temporelle";"1985";"1985"
"TIME_PERIOD";"Période temporelle";"1984";"1984"
"TIME_PERIOD";"Période temporelle";"1983";"1983"
"TIME_PERIOD";"Période temporelle";"1982";"1982"
"TIME_PERIOD";"Période temporelle";"1981";"1981"
"TIME_PERIOD";"Période temporelle";"1980";"1980"
"TIME_PERIOD";"Période temporelle";"1979";"1979"
"TIME_PERIOD";"Période temporelle";"1978";"1978"
"TIME_PERIOD";"Période temporelle";"1977";"1977"
"TIME_PERIOD";"Période temporelle";"1976";"1976"
"TIME_PERIOD";"Période temporelle";"1975";"1975"
"TIME_PERIOD";"Période temporelle";"1974";"1974"
"TIME_PERIOD";"Période temporelle";"1973";"1973"
"TIME_PERIOD";"Période temporelle";"1972";"1972"
"TIME_PERIOD";"Période temporelle";"1971";"1971"
"TIME_PERIOD";"Période temporelle";"1970";"1970"
"TIME_PERIOD";"Période temporelle";"1969";"1969"
"TIME_PERIOD";"Période temporelle";"1968";"1968"
"TIME_PERIOD";"Période temporelle";"1967";"1967"
"TIME_PERIOD";"Période temporelle";"1966";"1966"
"TIME_PERIOD";"Période temporelle";"1965";"1965"
"TIME_PERIOD";"Période temporelle";"1964";"1964"
"TIME_PERIOD";"Période temporelle";"1963";"1963"
"TIME_PERIOD";"Période temporelle";"1962";"1962"
"TIME_PERIOD";"Période temporelle";"1961";"1961"
"TIME_PERIOD";"Période temporelle";"1960";"1960"
"TIME_PERIOD";"Période temporelle";"1959";"1959"
"TIME_PERIOD";"Période temporelle";"1958";"1958"
"TIME_PERIOD";"Période temporelle";"1957";"1957"
"TIME_PERIOD";"Période temporelle";"1956";"1956"
"TIME_PERIOD";"Période temporelle";"1955";"1955"
"TIME_PERIOD";"Période temporelle";"1954";"1954"
"TIME_PERIOD";"Période temporelle";"1953";"1953"
"TIME_PERIOD";"Période temporelle";"1952";"1952"
"TIME_PERIOD";"Période temporelle";"1951";"1951"
"TIME_PERIOD";"Période temporelle";"1950";"1950"
"TIME_PERIOD";"Période temporelle";"1949";"1949"
"TIME_PERIOD";"Période temporelle";"2024";"2024"
"TRANSFORMATION";"Transformation chronologique";"N";"Aucune"
"TRANSFORMATION";"Transformation chronologique";"GY";"Croissance annuelle "
"TRANSFORMATION";"Transformation chronologique";"GY_IX";"Croissance annuelle de l’indice"
"TRANSFORMATION";"Transformation chronologique";"GR_IX";"Evolution de l’indice en base 100 sur l’année de référence"
"UNIT_MEASURE";"Unité de mesure";"XDC";"Devise nationale (Euros)"
"UNIT_MEASURE";"Unité de mesure";"PT";"Pourcentage"
"UNIT_MEASURE";"Unité de mesure";"IX";"Indice"
"UNIT_MEASURE";"Unité de mesure";"PS";"Personnes"
"UNIT_MEASURE";"Unité de mesure";"FT";"Équivalent temps plein"
"UNIT_MEASURE";"Unité de mesure";"HW";"Heures travaillées"
"UNIT_MEASURE";"Unité de mesure";"DAT";"Durée annuelle travaillée"
"UNIT_MEASURE";"Unité de mesure";"_Z";"Nombre"
"UNIT_MULT";"Quantité d'unités (en puissance de 10)";"6";"Millions"
"UNIT_MULT";"Quantité d'unités (en puissance de 10)";"0";"Unités"
"UNIT_MULT";"Quantité d'unités (en puissance de 10)";"3";"Milliers"
"VALUATION";"Valuation";"S";"Evaluation standard"
"VALUATION";"Valuation";"R";"Valeur de rédemption"
